provider_id,prompt_id,test,prompt,result,error,duration_ms,passed,expected,timestamp,solver
qwen3-vl-235b-a22b-thinking,prompt-1,test-3,"[ChatMessageUser(id='e52eBBroWMJukguV8TuDcf', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","### Original (Romanian):  
**AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA**  
**OFICIUL CADASTRAL TERITORIAL CHIȘINĂU**  

*Conform Deciziei nr. 100 din 01.06.1989, se este permis constructiv balconului. În realitate este construită fereastra nr. 2. (nr. 26c - suprafață - 6,5 m.p; nr. 26b - terasă - 13,6 m.p; nr. 26a - subsol - 15,1 m.p)*  

**ORGANUL CADASTRAL TERITORIAL CHIȘINĂU**  


### English Translation:  
**STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA**  
**TERRITORIAL CADASTRAL OFFICE CHIȘINĂU**  

*According to Decision No. 100 of 01.06.1989, a construction permit for the balcony was granted. In reality, window No. 2 was built. (No. 26c - area - 6.5 sq.m; No. 26b - terrace - 13.6 sq.m; No. 26a - basement - 15.1 sq.m)*  

**TERRITORIAL CADASTRAL AUTHORITY CHIȘINĂU**",,70684.0,True,Chișinău,2025-12-02T11:10:38-06:00,
qwen3-vl-235b-a22b-thinking,prompt-1,test-4,"[ChatMessageUser(id='e52eBBroWMJukguV8TuDcf', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","### Original Romanian (Header):  
**AGENȚIA DE STAT RELAȚII FUNCiare ȘI CADASTRU A REPUBLICII MOLDOVA**  
**OFICIUL CADASTRAL TERITORIAL CHIȘINĂU**  

### English Translation (Header):  
**State Agency for Property Relations and Cadastre of the Republic of Moldova**  
**Territorial Cadastral Office of Chișinău**  


---  


### Original Romanian (Handwritten Notes):  
*Conform Deciziei nr.100 din 01.06.1989, este permis construcție balconului.  
În realitate este construită fereastra nr.2.  
(22.6 m² - suprafață - 6.5 m.p nr.26 - terasă - 13.6 m.p nr.26 - subsol - 15.1 m.p.)  
Pentru Primarie*  

### English Translation (Handwritten Notes):  
*According to Decision No. 100 of 01.06.1989, the construction of the balcony is permitted.  
In reality, window No. 2 was built.  
(22.6 m² - area - 6.5 sq.m. No. 26 - terrace - 13.6 sq.m. No. 26 - basement - 15.1 sq.m.)  
For the Town Hall*  


---  


### Original Romanian (Form Sections):  
*Intreprinderea de Stat  
ORGANUL CADASTRAL TERITORIAL CHIȘINĂU  
Planul construcției pe  
Numărul de inventariere  
Sectorul cartierul lotul  
Locul  
Controlat*  

### English Translation (Form Sections):  
*The State Enterprise  
TERRITORIAL CADASTRAL OFFICE CHIȘINĂU  
Construction plan for  
Inventory number  
Sector, neighborhood, lot  
Location  
Checked*",,71303.0,False,Pentru Primărie,2025-12-02T11:10:38-06:00,
grok-4.1-fast,prompt-1,test-1,"[ChatMessageUser(id='8DgSH2e6XRFKESVnYggFP7', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","### Original Romanian (Transcribed from Document)

**Header (printed):**
```
AGENȚIA DE CADASTRU TERESTRU ȘI CADASTRU IMOBILIAR A REPUBLICII MOLDOVA
FILIALA CHIȘINĂU
OFICIUL TERITORIAL
```

**Floor Plan (printed with handwritten annotations):**
- A cadastral blueprint showing a residential apartment layout with room dimensions in m² (approximate readings from visible numbers):
  - Vertical left column: 20, [unlabeled space], 28
  - Horizontal top row: 18, 20
  - Central rooms: 14, 10, 12 (approx.)
  - Right side: 3.50 (handwritten), lower rooms ~8-10 m²
  - Possible labels: ""buc."" (short for ""bucătărie"" = kitchen), other rooms unlabeled but implying living spaces, bathroom (""baie""), etc.
- Total handwritten summary (upper right, next to plan):
  ```
  Pană Ramură
  Anton Grigor 3.50
  din of. supr. et
  constituie suprafața
  de 86 - total - ap
  ```
  *(Note: ""Pană Ramură"" may be owner/applicant names or ""ramură"" branch reference; ""Anton Grigor 3.50"" likely a room or annex size; ""din of. supr. et"" = ""din oficiu suprafața etaj""; ""constituie suprafața de 86 - total - ap"" = constitutes surface of 86 m² total apartment.)*

**Footer (printed and stamped):**
```
Original
[Official blue stamp: Agenția de Cadastru... Filiala Chișinău]
Extras din registrul [funciar? - partially visible]
B 08 93 Iul
Frun[ză? - signature]
```
*(Date appears as 08.07.93, likely July 8, 1993; ""B"" may indicate ""Buletin"" or file code; ""Frun"" likely signatory name ""Frunză"".)*

### English Translation

**Header:**
```
LAND AND REAL ESTATE CADASTRE AGENCY OF THE REPUBLIC OF MOLDOVA
CHIȘINĂU BRANCH
TERRITORIAL OFFICE
```

**Floor Plan:**
- A cadastral blueprint depicting a residential apartment layout with room areas in m² (approximate from visible figures):
  - Vertical left column: 20, [unlabeled space], 28
  - Horizontal top row: 18, 20
  - Central rooms: 14, 10, 12 (approx.)
  - Right side: 3.50 (handwritten), lower rooms ~8-10 m²
  - Possible labels: ""kitch."" (""bucătărie"" = kitchen), other rooms unlabeled but suggesting living room, bathroom (""bath""), etc.
- Total handwritten summary (upper right, next to plan):
  ```
  Pană Ramură
  Anton Grigor 3.50
  from off. floor area
  constitutes the surface area
  of 86 - total - apt
  ```
  *(Note: ""Pană Ramură"" may refer to owner/applicant names or a ""branch"" reference; ""Anton Grigor 3.50"" likely names a room/owner with 3.50 m² area; ""from off. floor area"" = ""from official floor surface""; full phrase indicates ""constitutes a total apartment surface area of 86 m²"".)*

**Footer:**
```
Original
[Official blue stamp: Land and Real Estate Cadastre Agency... Chișinău Branch]
Extract from the [land registry? - partially visible]
B 08 93 Jul
Frun[za? - signature]
```
*(Date: 08.07.93, i.e., July 8, 1993; ""B"" likely a bulletin or file code; ""Frun"" probably signatory ""Frunză"".)*

**Document Context:** This is an official **cadastral extract/land registry plan** (extras din registrul funciar) from 1993, detailing an apartment's floor plan, total built area (86 m²), and possibly ownership notes for property registration in Chișinău, Moldova. Some text is faded/handwritten, leading to minor interpretive notes above.",,63525.0,False,STATE AGENCY FOR LAND RELATIONS,2025-12-02T11:16:33-06:00,
grok-4.1-fast,prompt-1,test-2,"[ChatMessageUser(id='8DgSH2e6XRFKESVnYggFP7', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","### Document Description
This is an official **cadastral floor plan extract** (plan de situație or similar) from the **Agenția de Cadastru și Publicitate Imobiliară a Republicii Moldova** (Agency of Cadastre and Real Estate Publicity of the Republic of Moldova), Chisinau branch. It depicts a building layout with room dimensions (in meters), calculated areas, handwritten notes on surface areas, possible owner name, utility info, and official stamps/signatures. The document appears to be an ""original extract"" dated around 2013 (exact date partially visible/obscured).

The floor plan shows a rectangular building divided into ~8-10 rooms (likely a house or small apartment block), with wall dimensions labeled along edges (e.g., 2.60 m height/width) and some room areas auto-calculated (e.g., 8.32 m²). Total built area: 95.00 m².

Below is a **full transcription** of all visible text (Romanian, preserving handwriting/style/layout as much as possible, with [brackets] for inferred/obscured parts or diagram notes), followed by **English translation**. Units are m² (square meters) where implied. Diagram labels are listed separately.

---

### Original Romanian Transcription
```
AGENȚIA DE CADASTRU ȘI PUBLICITATE IMOBILIARĂ A REPUBLICII MOLDOVA
FILIALA CHIȘINĂU

[Floor plan diagram: Grid layout of building with labeled dimensions]
- Vertical dims (left to right): 2.60 | [blank] | 2.10 | 2.80 | 3.20 | etc.
- Horizontal dims (top to bottom): 3.20 | 2.50 | [blank] | 3.20 | 2.10 | etc.
- Room areas (examples): 8.32 | 6.72? | 2.50 | 8.32 | [others partially visible ~4-10 m² each]

[Handwritten notes, right side of diagram:]
Pană Ramona
Suprafaţă construită 95.00
Suprafaţă desfăşurată 124.00
Suprafaţă utilă 95.00
consumator gaze nr. [blank]
nr. 86 - debit - apm

[Bottom section:]
Original
[Official blue stamp/seal: Cadastral agency emblem]
Extras din [registrul de publicitate imobiliară]
la data de [20.09.2013? partially obscured]
Filiala Chișinău
Teritorial [?]
B 08 93    Iov[?]
Fr 86-93   Iov[?]
[Red stamp: Official seal]
```

### English Translation
```
AGENCY OF CADASTRE AND REAL ESTATE PUBLICITY OF THE REPUBLIC OF MOLDOVA
CHISINAU BRANCH

[Floor plan diagram: Grid layout of building with labeled dimensions]
- Vertical dims (left to right): 2.60 | [blank] | 2.10 | 2.80 | 3.20 | etc. [m]
- Horizontal dims (top to bottom): 3.20 | 2.50 | [blank] | 3.20 | 2.10 | etc. [m]
- Room areas (examples): 8.32 | 6.72? | 2.50 | 8.32 | [others partially visible ~4-10 m² each]

[Handwritten notes, right side of diagram:]
Pană Ramona [likely owner/occupant name]
Built surface area 95.00 [m²]
Developed surface area 124.00 [m²; total floor area incl. walls/circulation]
Usable surface area 95.00 [m²; net living space]
Gas consumer no. [blank]
No. 86 - debit - apm [No. 86 - flow rate - water supply/sewage?; ""apm"" = apă și canalizare menajeră / domestic water & sewerage]

[Bottom section:]
Original
[Official blue stamp/seal: Cadastral agency emblem]
Extract from [the real estate publicity register]
as of the date of [20.09.2013? partially obscured]
Chisinau Branch
Territorial [office?]
B 08 93    Iov[signature/initials?]
Fr 86-93   Iov[signature/initials?]
[Red stamp: Official seal]
```

### Additional Notes
- **Key Terms Explained**:
  - *Suprafaţă construită*: Gross built-up area (exterior footprint).
  - *Suprafaţă desfăşurată*: Total developed floor area (sum of all floors/walls).
  - *Suprafaţă utilă*: Net usable/living area.
- ""Pană Ramona"" is likely the property owner or applicant name.
- ""nr. 86 - debit - apm"": Refers to utility account #86 for water debit (flow/consumption) via domestic water/sewerage service.
- Signatures (""Iov"", ""B 08 93"", ""Fr 86-93"") are likely cadastral officer initials/codes.
- The document is legally binding for property records in Moldova. If you need official verification, contact the agency directly. Low image resolution obscured minor details (e.g., exact date, some room labels).",,92836.0,False,Locativă,2025-12-02T11:16:33-06:00,
grok-4.1-fast,prompt-1,test-3,"[ChatMessageUser(id='8DgSH2e6XRFKESVnYggFP7', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","### Document Description
This appears to be an official **cadastral extract/plan (Extras din planul cadastral)** from the **National Agency for Cadastre and Land Registry (Agenția de Cadastru și Publicitate Imobiliară a Republicii Moldova)**, Chișinău branch. It shows a plot layout with numbered parcels (e.g., 20, 21, etc.) and their approximate areas in m². There are handwritten annotations, stamps, and signatures indicating issuance or amendment. The language is **Romanian** (official language in Moldova for such documents).

Below is a **full transcription** of visible text (printed and handwritten), followed by **English translation**. I've structured it by section for clarity, preserving layout where possible. Numbers in the plan (e.g., areas like ""240"") are measurements in square meters (m²) and are identical in both languages.

---

### **Header (Printed)**
| Original (Romanian) | English Translation |
|---------------------|---------------------|
| AGENȚIA DE CADASTRU ȘI PUBLICITATE IMOBILIARĂ A REPUBLICII MOLDOVA | NATIONAL AGENCY FOR CADASTRE AND REAL ESTATE PUBLICITY OF THE REPUBLIC OF MOLDOVA |
| FILIALA CHIȘINĂU | CHIȘINĂU BRANCH |

---

### **Cadastral Plan (Grid Layout with Parcel Numbers and Areas)**
This is a schematic map of land parcels. Parcels are numbered (e.g., 20, 21), with areas noted. Layout approximated:

```
+-------------------+-------------------+-------------------+
| 20                | 21                | [empty]           |
| 240               | 180               |                   |
+-------------------+-------------------+-------------------+
| 22                | 23                | 24                |
| 210               | 150               | 120               |
+-------------------+-------------------+-------------------+
| [empty]           | 25                | 26                |
|                   | 90                | 110               |
+-------------------+-------------------+-------------------+
| 27                | 28                | 29                |
| 130               | 170                | 95                |
+-------------------+-------------------+-------------------+
| 30                | [empty]           |                   |
| 200               |                   |                   |
+-------------------+-------------------+-------------------+
```
*(Note: Exact grid is illustrative; numbers like ""240"", ""180"" etc. are areas in m². No translation needed for numbers.)*

**Handwritten Annotations on the Plan (Right Side, Vertical):**
| Original (Romanian) | English Translation |
|---------------------|---------------------|
| La Chișinău        | In Chișinău        |
| Pantelimon Țurcanu | Pantelimon Țurcanu (likely owner's name) |
| 500                | 500 (likely area in m² or reference number) |
| anexat             | annexed/attached   |
| conform planului de situație | according to the site plan |
| nr. 86- del. -ap.  | No. 86 - plot - app. (abbrev. for ""delegat"" [delegated] or ""aprobat"" [approved]; cadastral reference) |

---

### **Lower Section (Measurements/References Below Plan)**
| Original (Romanian) | English Translation |
|---------------------|---------------------|
| 2                  | 2 (scale or reference) |
| 3                  | 3                   |
| 4                  | 4                   |
| 5                  | 5                   |

---

### **Footer/Stamps/Signatures (Bottom)**
| Original (Romanian) | English Translation |
|---------------------|---------------------|
| Original           | Original            |
| [Blue Stamp: Official Seal of Agenția de Cadastru] | [Official Seal] |
| EXTRAS DIN         | EXTRACT FROM        |
| [Arhiva or similar faded text] | [Archive]           |
| B 08-23            | File/Ref. 08-23     |
| Iov                | Iov (likely signatory/initials) |
| [Red Stamp]        | [Official Stamp]    |
| Ț 08 23            | Ref. 08-23 (date or file code, e.g., August 2023) |

---

### **Overall Document Context**
- **Type**: Cadastral plan extract (plan cadastral) for land parcels, possibly for ownership transfer, subdivision, or registration under owner **Pantelimon Țurcanu**.
- **Key Reference**: Parcel/plan No. 86, with annex/site plan, total area ~500 m².
- **Issuance**: Chișinău branch, dated/filed around August 2023 (based on ""08-23""), signed ""Iov"".
- **Purpose**: Official record for real estate publicity/registration in Moldova.

If you provide a higher-resolution image or more context, I can refine the transcription (some handwriting is faint). This is based on standard Moldovan cadastral formats.",,54968.0,True,Chișinău,2025-12-02T11:16:33-06:00,
grok-4.1-fast,prompt-1,test-4,"[ChatMessageUser(id='8DgSH2e6XRFKESVnYggFP7', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","### Original Romanian Transcription
*(Transcribed as accurately as possible from the handwritten and printed text on the cadastral plan document. The document is an official extract from the Moldovan Cadastre Agency, showing a plot plan with areas in m², ownership details, and stamps. Layout preserved where possible.)*

```
AGENȚIA DE CADASTRU, GEODEZIE ȘI CARTOGRAFIE A REPUBLICII MOLDOVA
FILIALA TERITORIALĂ CHIȘINĂU

[Plan schematic with numbered plots and areas in m², e.g.:
- Top-left plot: 240
- Adjacent: 24, 20, etc.
- Central areas: 24, 20; 250?; 24, 20
- Labels like ""Condominium"" or boundaries]

La Chișinău

Pana Ramona
Cantemir str. 50
din of. supr. et.
constr. în sup. de 50 m²
nr. 2 - duș - ap.

nr. 2 - duș - ap.

[Official stamp]

Extras
B 08 23 Iul

[Signature: Fr. Țarcu?]
Franc

[Bottom stamps and seals: Original cadastral seal, file no. B 08-23, date July?]
```

**Notes on transcription:**
- Handwriting is cursive and partially faded; ""Pana Ramona"" likely ""Pană Ramona"" (possessive or name variant).
- ""din of. supr. et."" = abbreviated ""din oficiul superior etaj"" (from the superior office/floor).
- ""constr. în sup. de 50 m²"" = construction on a surface of 50 m².
- ""nr. 2 - duș - ap."" = no. 2 - shower - water (utilities).
- Plot areas are in square meters (m²), e.g., 240 m², 24 m², 20 m².
- Date appears as ""08 23 Iul"" (August 23? or file B-08-23, July; ""Iul"" = Iulie = July).
- Bottom: ""Extras din"" (likely ""Extras din planul cadastral"" – Extract from the cadastral plan).

### English Translation
*(Literal and contextual translation, maintaining document structure. This is an official **Cadastral Plan Extract** for a property on Cantemir Street, Chișinău, owned by Ramona Pană, including a 50 m² building with shower and water utilities on plot no. 2.)*

```
AGENCY OF CADASTRAL REGISTRATION, GEODESY AND CARTOGRAPHY OF THE REPUBLIC OF MOLDOVA
CHIȘINĂU TERRITORIAL BRANCH

[Plan schematic with numbered plots and areas in m², e.g.:
- Top-left plot: 240
- Adjacent: 24, 20, etc.
- Central areas: 24, 20; 250?; 24, 20
- Labels like ""Condominium"" or boundaries]

In Chișinău

Pană Ramona
Cantemir St. 50
from the upper floor office
construction on a surface of 50 m²
no. 2 - shower - water

no. 2 - shower - water

[Official stamp]

Extract
B 08 23 Jul

[Signature: Fr. Țarcu?]
Franc

[Bottom stamps and seals: Original cadastral seal, file no. B 08-23, date July?]
```

**Translation Notes:**
- This is a formal **extract from the cadastral register/plan** (""Extras din registrul cadastral"" or similar, implied by context and stamps).
- Property: Apartment/building (50 m²) on the upper floor at Strada Cantemir 50, Chișinău, owned by Ramona Pană.
- Utilities: Unit no. 2 with shower (""duș"") and water (""ap[ă]"").
- Issued by the Chișinău branch of the Moldovan Cadastre Agency, dated around July/August 2023 (file B 08-23).
- The plan shows adjacent land parcels with their sizes, likely for boundary reference in a condominium or subdivided area.",,41724.0,False,Pentru Primărie,2025-12-02T11:16:33-06:00,
gpt-5.1,prompt-1,test-1,"[ChatMessageUser(id='RXPoAQHSZwLgzDNAfJxfHn', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","**Header**

- Original: `AGENTIA DE STAT RELATII FUNCIARE SI CADASTRU A REPUBLICII MOLDOVA`  
  English: *State Agency for Land Relations and Cadastre of the Republic of Moldova*

- Original: `OFICIUL CADASTRAL TERITORIAL CHISINAU`  
  English: *Chişinău Territorial Cadastral Office*  

---

**Hand‑written note on the right**

- Original: `Pentru Primărie`  
  English: *For the City Hall*

- Original:  
  `Conform Deciziei nr. 100  
  din 01.06.1983, este  
  permisă construcţia  
  balconului.`  
  English:  
  *According to Decision no. 100  
  of 01.06.1983, the  
  construction of the  
  balcony is permitted.*

- Original:  
  `În realitate este  
  construită terasa № 2`  
  English:  
  *In reality, terrace no. 2  
  is built.*

- Original (list in brackets – some abbreviations/figures):  
  `nr. 26a – parapet – 6,3 m.p.  
  nr. 26b – terasă – 13,6 m.p.  
  nr. 26c – subsol – 45,1 m.p.`  
  English:  
  *no. 26a – parapet – 6.3 sq.m  
  no. 26b – terrace – 13.6 sq.m  
  no. 26c – basement – 45.1 sq.m*

*(“m.p.” = metri pătraţi = square meters.)*

---

**Room labels inside the floor plan (where legible)**

- Original: `sufragerie` – English: *living room*  
- Original: `vestibul` / `vestibule` – English: *vestibule / entrance hall*  
- Original: `bucătărie` – English: *kitchen*  
- Original: `locativă` (repeated for several rooms) – English: *dwelling room / living space*  

(Other very small hand‑written labels are too unclear to read reliably.)

---

**Printed block at the bottom right**  
*(parts are obscured or blurry; translation given where legible)*

- Original: `Întreprinderea de Stat`  
  English: *State Enterprise*

- Original: `ORGANUL CADASTRAL TERITORIAL CHIŞINĂU`  
  English: *Chişinău Territorial Cadastral Body*

- Original: `Planul construcţiei pe ...`  
  English: *Construction plan for ...*

- Original: `Numărul de inventariere ...`  
  English: *Inventory number ...*

- Original: `Sectorul (cartierul) ...  Nr. cadastral ...`  
  English: *Sector (neighbourhood) ...  Cadastral no. ...*

- Original (hand‑written in that box):  
  `Bo 854 97` – likely an inventory/cadastral reference.  

- Original (date): `10 06 2004`  
  English: *10.06.2004 (June 10, 2004)*  

- Original: signature line (illegible name) – English: *signature of official*",,49826.0,True,STATE AGENCY FOR LAND RELATIONS,2025-12-02T11:19:09-06:00,
gpt-5.1,prompt-1,test-2,"[ChatMessageUser(id='RXPoAQHSZwLgzDNAfJxfHn', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","Below is a best‑effort reading of the Romanian text on the document and its English translation.  
(Some handwritten parts are hard to read, so I mark uncertain/unclear words as **[illegible]**.)

---

### Header

**Romanian:**  
AGENTIA DE STAT RELATII FUNCIARE SI CADASTRU A REPUBLICII MOLDOVA  
OFICIUL CADASTRAL TERITORIAL CHISINAU  

**English:**  
STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA  
CHISINAU TERRITORIAL CADASTRAL OFFICE  

---

### Room labels on the plan

(Only words are translated; numbers are dimensions/areas.)

- **Romanian:** hol  
  **English:** hall / corridor  

- **Romanian:** balcon  
  **English:** balcony  

- **Romanian:** sufragerie  
  **English:** living room  

- **Romanian:** vestibul  
  **English:** vestibule / entrance hall  

- **Romanian:** bucatarie  
  **English:** kitchen  

- **Romanian:** WC  
  **English:** toilet  

- **Romanian:** baie  
  **English:** bathroom  

- **Romanian:** locativ / locativa / locuinta (in several rooms)  
  **English:** living room / dwelling room (residential room)  

- **Romanian (near balcony):** L=6,50 H=2,20  
  **English:** L = 6.50, H = 2.20  

- **Romanian (other notes near openings):** H=2,6  
  **English:** H = 2.6  

(Other short handwritten labels near walls/openings are too unclear to read accurately.)

---

### Handwritten note on the right (“Pentru Primarie”)

**Romanian:**  
Pentru Primarie  

Conform Deciziei nr. 100 din 01.06.1993 este permis constructie balconului.  
In realitate este construita terasa nr. 2:  
nr. 26a – parapet – 6,3 m.p.  
nr. 26b – terasa – 13,6 m.p.  
nr. 26c – subsol – 45,1 m.p.

**English:**  
For the City Hall  

According to Decision no. 100 of 01.06.1993, construction of the balcony is permitted.  
In reality, terrace no. 2 has been built:  
no. 26a – parapet – 6.3 sq.m  
no. 26b – terrace – 13.6 sq.m  
no. 26c – basement – 45.1 sq.m  

---

### Stamp and footer box (bottom)

**Romanian:**  
Intreprinderea de Stat **[illegible – probably “Cadastru”]**  
ORGANUL CADASTRAL TERITORIAL CHISINAU  

Planul constructiv pe **[adresă acoperită]**  
Numarul de inventariere **[acoperit]**  

Sectorul (cartierul): **Bo 854 97**  

10.06.2004  

**[semnătură]**

**English:**  
State Enterprise **[illegible – likely “Cadastru”]**  
CHISINAU TERRITORIAL CADASTRAL BODY  

Construction plan for **[address obscured]**  
Inventory number **[obscured]**  

Sector (neighborhood): **Bo 854 97**  

10.06.2004  

**[signature]**

---

If you need a more precise reading of any small handwritten part, tell me which area of the image (top, middle, bottom, near which room) and I’ll focus on that specifically.",,55430.0,False,Locativă,2025-12-02T11:19:09-06:00,
gpt-5.1,prompt-1,test-3,"[ChatMessageUser(id='RXPoAQHSZwLgzDNAfJxfHn', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","Below is a line‑by‑line transcription of the Romanian text that can be read on the document, followed by its English translation. Where some handwriting is unclear, I mark it with “[illegible]” or “[approx.]”.

---

### Header

**Romanian:**  
AGENTIA DE STAT RELATII FUNCIARE SI CADASTRU A REPUBLICII MOLDOVA  
OFICIUL CADASTRAL TERITORIAL CHISINAU  

**English:**  
STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA  
TERRITORIAL CADASTRAL OFFICE CHISINAU  

---

### Room / plan labels (inside the drawing)

**Romanian:**  
sufragerie  
**English:**  
living room  

**Romanian:**  
bucătărie  
**English:**  
kitchen  

**Romanian:**  
vestibul  
**English:**  
vestibule / entrance hall  

**Romanian:**  
locativ  
**English:**  
living room / habitable room  

**Romanian:**  
H = 2,20 ; H = 2,60  
**English:**  
H = 2.20 m; H = 2.60 m (ceiling height)  

(Other very small handwritten labels on the rooms are mostly dimensions; several are too blurred to read reliably.)

---

### Handwritten note at right

**Romanian (as legible):**  
Pentru Primărie  

Conform Deciziei nr. 100  
din 01.06.1983 este permisă  
construcţia balconului.  

În realitate este  
construită [terasa] şi anexe:  

nr. 26a – [suprafaţă] – 6,3 m.p.  
nr. 26b – terasă – 13,6 m.p.  
nr. 26c – subsol – 45,1 m.p.  

**English:**  
For the City Hall  

According to Decision no. 100  
of 01.06.1983 the  
construction of the balcony is permitted.  

In reality a  
[terrace] and annexes are built:  

no. 26a – [area] – 6.3 sq.m  
no. 26b – terrace – 13.6 sq.m  
no. 26c – basement – 45.1 sq.m  

*(Bracketed words are reconstructed where the handwriting is not fully clear.)*

---

### Stamp / lower‑right box

**Romanian:**  
Întreprinderea de Stat  
ORGANUL CADASTRAL TERITORIAL CHIŞINĂU  

Planul construcţiei pe [nume]  
Numărul de inventariere [____]  

Sectorul (cartierul) [Bo]  
[bloc] 854  [ap.] 97  

10.06.2004  

Semnătura [illegible]  

**English:**  
State Enterprise  
TERRITORIAL CADASTRAL BODY CHIŞINĂU  

Construction plan for [name]  
Inventory number [____]  

Sector (quarter) [Bo]  
[building] 854  [apartment] 97  

10.06.2004  

Signature [illegible]  

---

If you need an exact legal translation for a specific passage (for example the decision text or the annex list), tell me and I’ll refine those parts further.",,53499.0,False,Chișinău,2025-12-02T11:19:09-06:00,
gpt-5.1,prompt-1,test-4,"[ChatMessageUser(id='RXPoAQHSZwLgzDNAfJxfHn', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","Below is the legible text from the document, first in the original Romanian, then in English.

---

### Header (top)

**Romanian**

> AGENŢIA DE STAT RELAŢII FUNCIARE ŞI CADASTRU A REPUBLICII MOLDOVA  
> OFICIUL CADASTRAL TERITORIAL CHIŞINĂU  

**English**

> STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA  
> TERRITORIAL CADASTRAL OFFICE CHIŞINĂU  

---

### Handwritten note on the right

**Romanian**

> Pentru Primărie  
> Conform deciziei nr. 100  
> din 01.06.1988 este permisă  
> construcţia balconului.  
> În realitate este  
> construită terasa nr. 2  
> (nr. 26c – suprafaţă – 6,3 m.p.  
> nr. 26b – terasă – 13,6 m.p.  
> nr. 26? – subsol – 45,1 m.p.)

*(Ultima cifră din „26?” nu este complet lizibilă în copie.)*

**English**

> For the City Hall  
> According to Decision no. 100  
> of 01.06.1988 the construction  
> of the balcony is permitted.  
> In reality terrace no. 2  
> has been built  
> (no. 26c – area – 6.3 sq. m  
> no. 26b – terrace – 13.6 sq. m  
> no. 26? – basement – 45.1 sq. m)

*(The last digit in “26?” is not fully legible in the copy.)*

---

### Room names inside the floor plan

**Romanian (as written on the plan)**  
- „bucătărie”  
- „sufragerie”  
- „verandă”  
- „locativă” (repeated for several rooms)

**English**

- “kitchen”  
- “living room”  
- “veranda”  
- “dwelling room / living space” (for several rooms)

(The many small numbers around the rooms are dimensions and surface areas, which are mostly just figures without additional words.)

---

### Round stamp (center‑bottom)

**Romanian**

> OFICIUL CADASTRAL TERITORIAL CHIŞINĂU  

*(plus standard seal text that repeats the institution’s name)*

**English**

> TERRITORIAL CADASTRAL OFFICE CHIŞINĂU  

---

### Rectangular box at the bottom right

**Romanian**

> Întreprinderea de Stat  
> ORGANUL CADASTRAL TERITORIAL CHIŞINĂU  
> Planul constructivelor pe [adresă]  
> Numărul de inventariere: [nr.]  
> Sectorul (cartierul) ______  
> Casa ______  ap. ______  
> Bo 854 97  
> 10 06 2004  

**English**

> State Enterprise  
> TERRITORIAL CADASTRAL AUTHORITY CHIŞINĂU  
> Construction plan for [address]  
> Inventory number: [no.]  
> Sector (neighborhood) ______  
> Building ______  apt. ______  
> Bo 854 97  
> 10 06 2004  

(Fields with brackets are filled with specific address/number data that are blurred or redacted in the image.)",,52158.0,True,Pentru Primărie,2025-12-02T11:19:09-06:00,
